0,1,2
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
0.45,0.19,0.83
0.46,0.18,0.83
0.44,0.31,0.85
0.46,0.3,0.84
0.43,0.31,0.85
0.43,0.31,0.85
0.45,0.29,0.84
0.46,0.24,0.83
0.48,0.1,0.81
0.51,0.08,0.8
0.48,0.22,0.81
0.47,0.17,0.8
0.42,0.34,0.85
0.44,0.31,0.86
0.4,0.31,0.86
0.42,0.31,0.84
0.33,0.31,0.92
0.34,0.3,0.93
0.26,0.07,0.95
0.25,0.09,0.95
0.24,-0.2,0.96
0.24,-0.19,0.97
0.36,-0.38,0.87
0.35,-0.38,0.88
0.44,-0.21,0.85
0.44,-0.24,0.82
0.47,0.1,0.81
0.49,0.08,0.8
0.43,0.3,0.84
0.45,0.26,0.84
0.37,0.41,0.86
0.38,0.38,0.86
